Mean_Absolute_Error,Root_Mean_Squared_Error,R2_Score,MAPE_Percentage,Directional_Accuracy_Percentage,Maximum_Error,Mean_Bias_Error,Explained_Variance_Score,Normalized_RMSE_Percentage
4.762181564658166,6.279305502013122,0.9638026362418324,2.4113284499132717,49.494949494949495,31.539993286132812,-3.005384514942145,0.9720945314530822,4.361234446179592
